Date,Open,High,Low,Close,Volume,Daily_Return_Pct,Daily_Range,MA_20,MA_50,MA_200,EMA_12,EMA_26,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Width,RSI_14,Volume_MA_20,Cumulative_Return_Pct,Year,Month,Quarter,Day_of_Week
1985-02-21,0.4681,0.4729,0.4662,0.471,9048000,0.6195,0.0067,0.4652,0.4713,0.4557,0.4671,0.4681,-0.001,-0.0021,0.4768,0.4536,0.0232,69.95,17230800,148.55,1985,2,1,Thursday
1985-02-22,0.471,0.4738,0.4691,0.471,11448000,0.0,0.0047,0.465,0.4715,0.4559,0.4677,0.4683,-0.0006,-0.0018,0.4759,0.4541,0.0218,73.2,16956720,148.55,1985,2,1,Friday
1985-02-25,0.4719,0.4776,0.4719,0.4747,10780800,0.7856,0.0057,0.465,0.4717,0.4562,0.4688,0.4688,0.0,-0.0015,0.476,0.454,0.022,69.41,16696800,150.5,1985,2,1,Monday
1985-02-26,0.4747,0.4804,0.4747,0.4795,17668800,1.0112,0.0057,0.4656,0.4721,0.4566,0.4704,0.4696,0.0008,-0.001,0.4783,0.4529,0.0254,71.11,16966560,153.03,1985,2,1,Tuesday
1985-02-27,0.4795,0.4814,0.4776,0.4785,15907200,-0.2086,0.0038,0.4663,0.4722,0.4569,0.4717,0.4702,0.0015,-0.0005,0.4802,0.4524,0.0278,70.91,16665360,152.51,1985,2,1,Wednesday
1985-02-28,0.4785,0.4814,0.4785,0.4814,17352000,0.6061,0.0029,0.4675,0.4724,0.4573,0.4732,0.4711,0.0021,0.0,0.4824,0.4526,0.0298,70.99,16530720,154.04,1985,2,1,Thursday
1985-03-01,0.4814,0.4946,0.4814,0.4937,23500800,2.555,0.0132,0.4694,0.4726,0.4577,0.4763,0.4727,0.0036,0.0007,0.4872,0.4516,0.0356,76.97,16743840,160.53,1985,3,1,Friday
1985-03-04,0.4937,0.507,0.4937,0.5003,16214400,1.3368,0.0133,0.4718,0.473,0.4581,0.48,0.4748,0.0052,0.0016,0.4927,0.4509,0.0418,86.16,16492320,164.01,1985,3,1,Monday
1985-03-05,0.5003,0.5003,0.4928,0.4984,25156800,-0.3798,0.0075,0.4736,0.4733,0.4585,0.4828,0.4765,0.0063,0.0026,0.497,0.4502,0.0468,89.68,16444800,163.01,1985,3,1,Tuesday
1985-03-06,0.4984,0.4994,0.4946,0.4965,14236800,-0.3812,0.0048,0.4752,0.4738,0.459,0.4849,0.478,0.0069,0.0034,0.5003,0.4501,0.0502,85.89,15627600,162.01,1985,3,1,Wednesday
1985-03-07,0.4965,0.4994,0.4928,0.4984,10848000,0.3827,0.0066,0.477,0.4743,0.4594,0.487,0.4795,0.0075,0.0042,0.5035,0.4505,0.053,85.31,15363360,163.01,1985,3,1,Thursday
1985-03-08,0.4984,0.5051,0.4984,0.5013,40857600,0.5819,0.0067,0.4787,0.4749,0.4599,0.4892,0.4811,0.0081,0.005,0.5068,0.4506,0.0562,85.89,16543920,164.54,1985,3,1,Friday
1985-03-11,0.5041,0.5041,0.4974,0.5041,15004800,0.5585,0.0067,0.4805,0.4756,0.4604,0.4915,0.4828,0.0087,0.0058,0.5104,0.4506,0.0598,85.89,16585680,166.02,1985,3,1,Monday
1985-03-12,0.5002,0.5002,0.4974,0.4983,14784000,-1.1506,0.0028,0.4821,0.4761,0.4609,0.4925,0.484,0.0085,0.0063,0.5121,0.4521,0.06,79.38,16642080,162.96,1985,3,1,Tuesday
1985-03-13,0.4983,0.5012,0.4955,0.4955,22334400,-0.5619,0.0057,0.4838,0.4766,0.4614,0.493,0.4848,0.0082,0.0067,0.5127,0.4549,0.0578,73.88,17351040,161.48,1985,3,1,Wednesday
1985-03-14,0.4955,0.5022,0.4935,0.4945,10291200,-0.2018,0.0087,0.4854,0.4771,0.4618,0.4932,0.4856,0.0076,0.0069,0.5128,0.458,0.0548,72.47,16482480,160.95,1985,3,1,Thursday
1985-03-15,0.4945,0.4993,0.4868,0.4868,18955200,-1.5571,0.0125,0.4865,0.4774,0.4622,0.4922,0.4856,0.0066,0.0068,0.5124,0.4606,0.0518,60.75,16258320,156.89,1985,3,1,Friday
1985-03-18,0.4868,0.4907,0.4868,0.4868,12148800,0.0,0.0039,0.4874,0.4776,0.4626,0.4914,0.4857,0.0057,0.0066,0.5116,0.4632,0.0484,57.09,16015680,156.89,1985,3,1,Monday
1985-03-19,0.4878,0.5041,0.4878,0.5012,20937600,2.9581,0.0163,0.489,0.4781,0.4631,0.4929,0.4869,0.006,0.0065,0.5125,0.4655,0.047,67.49,16777440,164.49,1985,3,1,Tuesday
1985-03-20,0.5012,0.5137,0.5012,0.5089,19814400,1.5363,0.0125,0.491,0.4788,0.4636,0.4954,0.4885,0.0069,0.0066,0.514,0.468,0.046,69.73,17364480,168.55,1985,3,1,Wednesday
1985-03-21,0.5089,0.5146,0.5079,0.5127,14630400,0.7467,0.0067,0.4931,0.4794,0.4641,0.498,0.4903,0.0077,0.0068,0.516,0.4702,0.0458,65.52,17643600,170.55,1985,3,1,Thursday
1985-03-22,0.5127,0.5165,0.5089,0.5117,13680000,-0.195,0.0076,0.4952,0.4798,0.4646,0.5001,0.4919,0.0082,0.0071,0.517,0.4734,0.0436,60.25,17755200,170.03,1985,3,1,Friday
1985-03-25,0.5117,0.5137,0.5089,0.5127,7910400,0.1954,0.0048,0.4971,0.4804,0.4651,0.5021,0.4934,0.0087,0.0074,0.518,0.4762,0.0418,63.07,17611680,170.55,1985,3,1,Monday
1985-03-26,0.5127,0.5213,0.5117,0.5194,10459200,1.3068,0.0096,0.4991,0.4811,0.4656,0.5047,0.4953,0.0094,0.0078,0.5205,0.4777,0.0428,69.24,17251200,174.09,1985,3,1,Tuesday
1985-03-27,0.5213,0.5309,0.5213,0.529,13248000,1.8483,0.0096,0.5016,0.482,0.4662,0.5085,0.4978,0.0107,0.0084,0.5247,0.4785,0.0462,72.77,17118240,179.16,1985,3,1,Wednesday
1985-03-28,0.529,0.5347,0.529,0.5319,12811200,0.5482,0.0057,0.5041,0.483,0.4667,0.5121,0.5004,0.0117,0.009,0.5289,0.4793,0.0496,72.77,16891200,180.69,1985,3,1,Thursday
1985-03-29,0.5319,0.5386,0.5319,0.5367,10656000,0.9024,0.0067,0.5063,0.4844,0.4673,0.5159,0.5031,0.0128,0.0098,0.5345,0.4781,0.0564,73.55,16248960,183.22,1985,3,1,Friday
1985-04-01,0.5367,0.5386,0.5347,0.5367,11534400,0.0,0.0039,0.5081,0.4857,0.4679,0.5191,0.5055,0.0136,0.0106,0.5392,0.477,0.0622,80.28,16014960,183.22,1985,4,2,Monday
1985-04-02,0.5367,0.5367,0.5309,0.5319,6710400,-0.8944,0.0058,0.5098,0.4867,0.4684,0.521,0.5075,0.0135,0.0111,0.5423,0.4773,0.065,77.83,15092640,180.69,1985,4,2,Tuesday
1985-04-03,0.5319,0.5319,0.5232,0.5271,6465600,-0.9024,0.0087,0.5113,0.4877,0.4689,0.522,0.509,0.013,0.0115,0.5441,0.4785,0.0656,73.55,14704080,178.15,1985,4,2,Wednesday
1985-04-04,0.5271,0.5271,0.5223,0.5261,16310400,-0.1897,0.0048,0.5127,0.4886,0.4693,0.5226,0.5102,0.0124,0.0117,0.5455,0.4799,0.0656,81.44,14977200,177.63,1985,4,2,Thursday
1985-04-08,0.5261,0.529,0.5194,0.5204,7569600,-1.0834,0.0096,0.5136,0.4895,0.4697,0.5223,0.511,0.0113,0.0116,0.5461,0.4811,0.065,74.63,13312800,174.62,1985,4,2,Monday
1985-04-09,0.5213,0.529,0.5213,0.5271,6484800,1.2875,0.0077,0.5148,0.4906,0.4702,0.523,0.5122,0.0108,0.0115,0.5475,0.4821,0.0654,71.4,12886800,178.15,1985,4,2,Tuesday
1985-04-10,0.5271,0.5309,0.5271,0.528,4161600,0.1707,0.0038,0.5163,0.4917,0.4706,0.5238,0.5133,0.0105,0.0113,0.5486,0.484,0.0646,67.78,12355680,178.63,1985,4,2,Wednesday
1985-04-11,0.528,0.5309,0.5261,0.5271,8510400,-0.1705,0.0048,0.5178,0.493,0.4711,0.5243,0.5144,0.0099,0.011,0.5489,0.4867,0.0622,64.17,11664480,178.15,1985,4,2,Thursday
1985-04-12,0.5271,0.529,0.5252,0.528,5899200,0.1707,0.0038,0.5195,0.4944,0.4716,0.5249,0.5154,0.0095,0.0107,0.5488,0.4902,0.0586,66.07,11444880,178.63,1985,4,2,Friday
1985-04-15,0.528,0.5328,0.5271,0.53,6681600,0.3788,0.0057,0.5217,0.4959,0.4722,0.5257,0.5165,0.0092,0.0104,0.547,0.4964,0.0506,66.73,10831200,179.68,1985,4,2,Monday
1985-04-16,0.53,0.5347,0.5271,0.5347,6360000,0.8868,0.0076,0.5241,0.4975,0.4727,0.527,0.5178,0.0092,0.0102,0.544,0.5042,0.0398,65.39,10541760,182.16,1985,4,2,Tuesday
1985-04-17,0.5347,0.5357,0.5338,0.5357,6158400,0.187,0.0019,0.5258,0.499,0.4732,0.5284,0.5191,0.0093,0.01,0.5431,0.5085,0.0346,58.15,9802800,182.69,1985,4,2,Wednesday
1985-04-18,0.5357,0.5434,0.5357,0.5367,12998400,0.1867,0.0077,0.5272,0.5005,0.4738,0.5297,0.5204,0.0093,0.0098,0.5433,0.5111,0.0322,56.12,9462000,183.22,1985,4,2,Thursday
1985-04-19,0.5367,0.5482,0.5338,0.5482,18115200,2.1427,0.0144,0.529,0.5022,0.4744,0.5325,0.5225,0.01,0.0099,0.5461,0.5119,0.0342,62.53,9636240,189.29,1985,4,2,Friday
1985-04-22,0.5482,0.5539,0.5472,0.5491,16718400,0.1642,0.0067,0.5308,0.5038,0.475,0.5351,0.5245,0.0106,0.01,0.5482,0.5134,0.0348,63.25,9788160,189.76,1985,4,2,Monday
1985-04-23,0.5443,0.5443,0.5367,0.5367,26788800,-2.2582,0.0076,0.532,0.5052,0.4755,0.5353,0.5254,0.0099,0.01,0.5473,0.5167,0.0306,54.41,10732080,183.22,1985,4,2,Tuesday
1985-04-24,0.5319,0.5319,0.5204,0.528,33787200,-1.621,0.0115,0.5325,0.5064,0.476,0.5342,0.5256,0.0086,0.0097,0.5467,0.5183,0.0284,50.77,11898480,178.63,1985,4,2,Wednesday
1985-04-25,0.528,0.5319,0.5185,0.5213,73968000,-1.2689,0.0134,0.5321,0.5076,0.4764,0.5322,0.5252,0.007,0.0092,0.5471,0.5171,0.03,46.25,14934480,175.09,1985,4,2,Thursday
1985-04-26,0.5232,0.5309,0.5232,0.5271,26740800,1.1126,0.0077,0.5318,0.5089,0.4769,0.5314,0.5254,0.006,0.0085,0.547,0.5166,0.0304,55.23,15630960,178.15,1985,4,2,Friday
1985-04-29,0.5271,0.5271,0.5232,0.5232,9830400,-0.7399,0.0039,0.5312,0.5101,0.4774,0.5302,0.5252,0.005,0.0078,0.5467,0.5157,0.031,46.82,15589680,176.09,1985,4,2,Monday
1985-04-30,0.5232,0.5261,0.5213,0.5252,20040000,0.3823,0.0048,0.5306,0.5112,0.4778,0.5294,0.5252,0.0042,0.0071,0.5461,0.5151,0.031,47.76,16014960,177.15,1985,4,2,Tuesday
1985-05-01,0.5252,0.5271,0.5146,0.5146,16785600,-2.0183,0.0125,0.5297,0.5121,0.4782,0.5271,0.5244,0.0027,0.0062,0.5467,0.5127,0.034,41.33,16518720,171.56,1985,5,2,Wednesday
1985-05-02,0.5146,0.5146,0.5089,0.5108,11145600,-0.7384,0.0057,0.5289,0.513,0.4785,0.5246,0.5234,0.0012,0.0052,0.5479,0.5099,0.038,38.53,16752720,169.55,1985,5,2,Thursday
1985-05-03,0.5108,0.5175,0.507,0.5079,15254400,-0.5677,0.0105,0.528,0.5137,0.4789,0.522,0.5223,-0.0003,0.0041,0.5492,0.5068,0.0424,35.44,16699920,168.02,1985,5,2,Friday
1985-05-06,0.5079,0.5098,0.507,0.5089,13406400,0.1969,0.0028,0.5274,0.5145,0.4793,0.52,0.5213,-0.0013,0.003,0.55,0.5048,0.0452,32.13,16991760,168.55,1985,5,2,Monday
1985-05-07,0.5117,0.5242,0.5117,0.5232,18216000,2.81,0.0125,0.5272,0.5154,0.4798,0.5205,0.5214,-0.0009,0.0022,0.5499,0.5045,0.0454,42.69,17578320,176.09,1985,5,2,Tuesday
1985-05-08,0.5232,0.5232,0.5156,0.5156,13627200,-1.4526,0.0076,0.5266,0.5162,0.4802,0.5198,0.521,-0.0012,0.0016,0.5499,0.5033,0.0466,38.55,18051600,172.08,1985,5,2,Wednesday
1985-05-09,0.5156,0.5185,0.5156,0.5165,6969600,0.1746,0.0029,0.5261,0.5169,0.4806,0.5193,0.5207,-0.0014,0.001,0.5498,0.5024,0.0474,30.55,17974560,172.56,1985,5,2,Thursday
1985-05-10,0.5165,0.5185,0.5079,0.5108,33532800,-1.1036,0.0106,0.5252,0.5175,0.481,0.518,0.5199,-0.0019,0.0004,0.5498,0.5006,0.0492,27.81,19356240,169.55,1985,5,2,Friday
1985-05-13,0.5108,0.5156,0.5098,0.5117,19171200,0.1762,0.0058,0.5243,0.5179,0.4813,0.517,0.5193,-0.0023,-0.0001,0.5495,0.4991,0.0504,33.29,19980720,170.03,1985,5,2,Monday
1985-05-14,0.5117,0.5156,0.5117,0.5137,11472000,0.3909,0.0039,0.5232,0.5181,0.4817,0.5165,0.5189,-0.0024,-0.0006,0.5484,0.498,0.0504,39.5,20236320,171.08,1985,5,2,Tuesday
1985-05-15,0.5175,0.5271,0.5175,0.5223,14827200,1.6741,0.0096,0.5226,0.5186,0.4821,0.5174,0.5192,-0.0018,-0.0008,0.5471,0.4981,0.049,50.71,20669760,175.62,1985,5,2,Wednesday
1985-05-16,0.5223,0.5261,0.5223,0.5242,6648000,0.3638,0.0038,0.522,0.5192,0.4825,0.5184,0.5195,-0.0011,-0.0009,0.5456,0.4984,0.0472,47.81,20352240,176.62,1985,5,2,Thursday
1985-05-17,0.5242,0.5367,0.5242,0.5319,10526400,1.4689,0.0125,0.5211,0.5198,0.4829,0.5205,0.5204,0.0001,-0.0007,0.5418,0.5004,0.0414,56.22,19972800,180.69,1985,5,2,Friday
1985-05-20,0.5319,0.5395,0.5309,0.5319,16348800,0.0,0.0086,0.5203,0.5204,0.4832,0.5223,0.5213,0.001,-0.0004,0.5372,0.5034,0.0338,54.93,19954320,180.69,1985,5,2,Monday
1985-05-21,0.5319,0.5319,0.5232,0.5242,17875200,-1.4476,0.0087,0.5197,0.5209,0.4835,0.5226,0.5215,0.0011,-0.0001,0.5349,0.5045,0.0304,57.38,19508640,176.62,1985,5,2,Tuesday
1985-05-22,0.5213,0.5213,0.5175,0.5204,13732800,-0.7249,0.0038,0.5193,0.5213,0.4838,0.5222,0.5214,0.0008,0.0001,0.534,0.5046,0.0294,57.38,18505920,174.62,1985,5,2,Wednesday
1985-05-23,0.5204,0.5204,0.5146,0.5165,12206400,-0.7494,0.0058,0.519,0.5217,0.484,0.5213,0.5211,0.0002,0.0001,0.5337,0.5043,0.0294,56.52,15417840,172.56,1985,5,2,Thursday
1985-05-24,0.5165,0.5175,0.5146,0.5175,7641600,0.1936,0.0029,0.5186,0.5222,0.4843,0.5208,0.5208,0.0,0.0001,0.5328,0.5044,0.0284,56.52,14462880,173.09,1985,5,2,Friday
1985-05-28,0.5175,0.5185,0.506,0.5098,9811200,-1.4879,0.0125,0.5179,0.5226,0.4845,0.5191,0.52,-0.0009,-0.0001,0.5324,0.5034,0.029,38.72,14461920,169.02,1985,5,2,Tuesday
1985-05-29,0.5098,0.5117,0.5079,0.5117,16684800,0.3727,0.0038,0.5172,0.5231,0.4848,0.5179,0.5194,-0.0015,-0.0004,0.5315,0.5029,0.0286,46.37,14294160,170.03,1985,5,2,Wednesday
1985-05-30,0.5117,0.5127,0.5089,0.5117,11731200,0.0,0.0038,0.5171,0.5233,0.4851,0.517,0.5188,-0.0018,-0.0007,0.5316,0.5026,0.029,45.45,14041440,170.03,1985,5,2,Thursday
1985-05-31,0.5117,0.5213,0.5117,0.5204,38400000,1.7002,0.0096,0.5175,0.5236,0.4854,0.5175,0.5189,-0.0014,-0.0008,0.5318,0.5032,0.0286,58.6,15404160,174.62,1985,5,2,Friday
1985-06-03,0.5204,0.5271,0.5194,0.5232,20779200,0.538,0.0077,0.5183,0.5238,0.4858,0.5184,0.5192,-0.0008,-0.0008,0.532,0.5046,0.0274,59.97,15680400,176.09,1985,6,2,Monday
1985-06-04,0.529,0.5395,0.529,0.5386,37660800,2.9434,0.0105,0.5198,0.5243,0.4862,0.5215,0.5207,0.0008,-0.0005,0.5355,0.5041,0.0314,67.51,16893120,184.22,1985,6,2,Tuesday
1985-06-05,0.5443,0.553,0.5443,0.5491,40128000,1.9495,0.0087,0.5211,0.525,0.4867,0.5257,0.5228,0.0029,0.0002,0.5416,0.5006,0.041,68.36,17988720,189.76,1985,6,2,Wednesday
1985-06-06,0.5482,0.5482,0.5405,0.5424,23232000,-1.2202,0.0077,0.5224,0.5255,0.4871,0.5283,0.5242,0.0041,0.001,0.5448,0.5,0.0448,61.7,18468960,186.23,1985,6,2,Thursday
